commune,vote_yes,vote_no,turnout_perc,canton,canton_name,bfsnr,n_taxed,mean_income,median_income,gini-coeff,percent_yes
Uttigen,308,554,60.86,BE,Bern / Berne,NA,1125,44151.1100820124,42571.4285714286,0.356160368817003,0.357308584686775
La Tour-de-Peilz,1308,2352,57.98,VD,Vaud,5889,6804,54045.5949362398,44320.5128205128,0.446185058808802,0.357377049180328
Grône,315,566,59.34,VS,Valais / Wallis,6238,1608,32480.5707088189,32800,0.430356354711385,0.357548240635641
Kreuzlingen,1454,2611,50.2,TG,Thurgau,4671,12493,45861.0475039877,40300,0.40779684594964,0.357687576875769
Sommeri,68,122,51.6,TG,Thurgau,4446,306,41500.4871132989,40083.3333333333,0.355736062408782,0.357894736842105
Rothenfluh,97,174,46.1,BL,Basel-Landschaft,2858,454,45816.4570668831,42650,0.373401901983998,0.357933579335793
Faoug,92,165,49.53,VD,Vaud,5458,477,52275.4544853698,47142.8571428571,0.366752418057014,0.357976653696498
Lyssach,208,373,54.36,BE,Bern / Berne,415,906,44223.4465905831,41511.9047619048,0.362785692846552,0.358003442340792
Pfungen,435,780,59.62,ZH,Zürich,224,2009,48198.4368382082,45142.8571428571,0.352816383471201,0.358024691358025
Wald und Niedermuhlern,240,430,50.07,BE,Bern / Berne,NA,1007,41892.2534378541,38914.2857142857,0.366233041867325,0.358208955223881
Sennwald,533,954,49.03,SG,St. Gallen,3274,3159,41162.3788880342,38533.3333333333,0.356012450317636,0.358439811701412
Bellevue,280,501,53.3,GE,Genève,6606,1504,56665.0012728732,45472.2222222222,0.501461673527079,0.358514724711908
Cazis,225,402,42.1,GR,Graubünden / Grigioni / Grisch,3661,1223,37017.4235685274,36600,0.393880527188816,0.358851674641148
Melchnau,178,318,45.41,BE,Bern / Berne,333,912,38373.0698661281,35916.6666666667,0.376608038509114,0.358870967741935
Schwanden bei Brienz,89,159,53.81,BE,Bern / Berne,592,405,36399.9160802978,35100,0.403256657603474,0.358870967741935
Saint-George,117,209,61.55,VD,Vaud,5434,515,53710.3393523054,44166.6666666667,0.44070402000324,0.358895705521472
Mon,14,25,55.41,GR,Graubünden / Grigioni / Grisch,3502,57,31101.851316325,30500,0.461023894671757,0.358974358974359
Brenzikofen,79,141,52.76,BE,Bern / Berne,606,355,37095.5305192981,37200,0.366186510758917,0.359090909090909
Wisen (SO),65,116,56,SO,Solothurn,2502,251,48095.2791153147,42666.6666666667,0.401372644520402,0.359116022099448
Grens,46,82,61.43,VD,Vaud,5722,178,66705.2653466351,52828.5714285714,0.454394484920762,0.359375
Grenchen,1523,2714,43.5,SO,Solothurn,2546,10620,42066.9438133393,39700,0.374997015219375,0.359452442766108
Hauterive (NE),344,613,58,NE,Neuchâtel,6454,1591,50144.966600291,43800,0.418739945788381,0.359456635318704
Lützelflüh,515,917,45.45,BE,Bern / Berne,955,2487,37208.8536439263,35277.7777777778,0.368160718728405,0.35963687150838
Mont-la-Ville,59,105,66.4,VD,Vaud,5491,208,43813.9591420304,40027.7777777778,0.375149720458948,0.359756097560976
La Roche,180,320,49.76,FR,Fribourg / Freiburg,2149,885,44937.5907249049,38300,0.435786030492654,0.36
Wachseldorn,36,64,53.19,BE,Bern / Berne,946,140,33364.6190912262,32228.5714285714,0.301313204508847,0.36
Montagny-près-Yverdon,94,167,56.6,VD,Vaud,5922,419,48251.4719747935,43100,0.377233987710532,0.360153256704981
Romanshorn,1088,1932,50.2,TG,Thurgau,4436,6441,42271.6031062023,39055.5555555556,0.362681806393052,0.360264900662252
Delley-Portalban,138,245,52.29,FR,Fribourg / Freiburg,2051,651,49232.2972879505,42300,0.412476077251934,0.360313315926893
Spiez,1882,3338,54.52,BE,Bern / Berne,768,8126,42472.4888019003,40400,0.395910660252122,0.360536398467433
Bullet,97,172,58.32,VD,Vaud,5552,403,40085.7629395911,37266.6666666667,0.396285913601419,0.360594795539033
Rodels,44,78,55.16,GR,Graubünden / Grigioni / Grisch,3636,177,43205.3640638609,40700,0.371067944756161,0.360655737704918
Horriwil,149,264,62.5,SO,Solothurn,2523,501,49614.8578552468,42300,0.416911272791911,0.360774818401937
Saint-Maurice,569,1008,62.34,VS,Valais / Wallis,6217,2810,33506.1853841721,32400,0.441533876193287,0.360811667723526
Wuppenau,140,248,50.3,TG,Thurgau,4791,599,43767.0383282753,39700,0.372390353488108,0.360824742268041
Zell (ZH),664,1176,51.71,ZH,Zürich,231,3307,45266.0736600197,41700,0.369114099278601,0.360869565217391
Frauenkappelen,192,340,56.22,BE,Bern / Berne,663,787,49022.2748586597,45500,0.388467768023022,0.360902255639098
Mézières (VD),165,292,57.41,VD,Vaud,5791,709,51227.9584075377,45733.3333333333,0.393500759335795,0.361050328227571
Châtel-Saint-Denis,636,1125,50.73,FR,Fribourg / Freiburg,2325,3698,44931.3569750247,41211.1111111111,0.385140551227264,0.361158432708688
Sigriswil,752,1329,55.85,BE,Bern / Berne,938,3185,41470.66247335,37600,0.401622652476743,0.361364728495915
Galmiz,81,143,51.25,FR,Fribourg / Freiburg,2259,379,44053.7226592861,41400,0.348667990079968,0.361607142857143
Sarzens,17,30,85.45,VD,Vaud,5686,42,43560.794595616,39972.2222222222,0.278490504404182,0.361702127659574
Attalens,361,637,51.28,FR,Fribourg / Freiburg,2321,1803,47277.7621906036,43750,0.406954083421775,0.361723446893788
Lotzwil,322,568,53.93,BE,Bern / Berne,331,1509,38459.0390693561,37200,0.378490446861635,0.361797752808989
Tenniken,127,224,52.4,BL,Basel-Landschaft,2863,530,50669.1228848205,47400,0.31976934003851,0.361823361823362
Konolfingen,710,1252,52.54,BE,Bern / Berne,612,3158,42858.3650436313,41000,0.378938276573827,0.361875637104995
Medel (Lucmagn),59,104,48.09,GR,Graubünden / Grigioni / Grisch,3983,267,33238.8705245299,30866.6666666667,0.373081167309346,0.361963190184049
Bottenwil,109,192,50.42,AG,Aargau,4273,468,46578.0514651831,41269.0476190476,0.335149380053175,0.362126245847176
Hermance,113,199,61.3,GE,Genève,6625,536,79369.6461652201,48216.6666666667,0.616333456355668,0.362179487179487
Missy,46,81,56.96,VD,Vaud,5821,191,40332.7360176182,39266.6666666667,0.32481558702743,0.362204724409449
Paspels,75,132,58.81,GR,Graubünden / Grigioni / Grisch,3634,271,42817.5124997105,41400,0.36980266600136,0.36231884057971
Sergey,25,44,72.16,VD,Vaud,5762,88,42135.6172610285,43219.0476190476,0.391245541694333,0.36231884057971
Göschenen,54,95,46.9,UR,Uri,1208,251,40341.7397564808,40600,0.300806568311497,0.36241610738255
Montricher,162,285,75.71,VD,Vaud,5492,521,100710.608395301,44400,0.698959323718244,0.36241610738255
Bossonnens,145,255,47.67,FR,Fribourg / Freiburg,2323,822,41619.7738324113,38550,0.371512774856114,0.3625
Bärschwil,124,218,51.7,SO,Solothurn,2611,521,40473.5683820301,39300,0.342046171359596,0.362573099415205
Neunkirch,325,571,66.3,SH,Schaffhausen,2904,1210,44928.5547960771,43258.2417582418,0.34896634535377,0.362723214285714
Bolken,78,137,51.8,SO,Solothurn,2514,329,42919.4178504089,42333.3333333333,0.338634143648484,0.362790697674419
Hofstetten bei Brienz,78,137,52.37,BE,Bern / Berne,580,352,35823.6190169784,34250,0.362982705865228,0.362790697674419
Chalais,480,842,60.84,VS,Valais / Wallis,6232,2489,32018.0611961424,30619.0476190476,0.483827377344173,0.363086232980333
Scharans,130,228,55.25,GR,Graubünden / Grigioni / Grisch,3638,504,42230.9932838442,40000,0.382047081266382,0.363128491620112
Avenches,345,605,48.64,VD,Vaud,5451,2186,40391.6264742808,37937.7289377289,0.371843196914805,0.363157894736842
Dulliken,497,870,55.6,SO,Solothurn,2573,2973,38358.0587248648,37933.3333333333,0.365998835157232,0.36356986100951
Ecublens (FR),44,77,54.31,FR,Fribourg / Freiburg,2072,194,46500.3829789912,40805.5555555556,0.420332694387789,0.363636363636364
Fischenthal,308,539,53.53,ZH,Zürich,114,1319,41838.2150489314,38533.3333333333,0.370333224574553,0.363636363636364
Marchissy,56,98,54.24,VD,Vaud,5430,247,47074.9062166732,43533.3333333333,0.432463018913284,0.363636363636364
Schiers,300,525,46.72,GR,Graubünden / Grigioni / Grisch,3962,1498,39371.9902469432,38615.0793650794,0.36218031200598,0.363636363636364
Wahlen,168,294,45.8,BL,Basel-Landschaft,2792,830,45181.4998919033,43747.6190476191,0.326828007093138,0.363636363636364
Günsberg,187,327,59,SO,Solothurn,2547,731,55663.150562248,45952.380952381,0.411110728545012,0.363813229571984
Oberwil im Simmental,131,229,51.86,BE,Bern / Berne,766,491,31362.8093005679,29533.3333333333,0.367048124882562,0.363888888888889
Thierachern,357,624,53.84,BE,Bern / Berne,941,1456,42075.0480917892,41122.2222222222,0.364658417830993,0.363914373088685
Utzenstorf,587,1026,51.82,BE,Bern / Berne,552,2550,43341.4129210429,41200,0.358854477533682,0.363918164910105
Wartau,556,971,50.71,SG,St. Gallen,3276,3005,41461.2206187539,39066.6666666667,0.349586115410232,0.364112639161755
Luterbach,482,841,55.7,SO,Solothurn,2527,2133,44299.9731484285,44095.2380952381,0.327479213874975,0.36432350718065
Penthalaz,368,642,55.89,VD,Vaud,5495,1797,46903.2228543824,44769.2307692308,0.346233371509979,0.364356435643564
Le Pâquier (FR),160,279,60.88,FR,Fribourg / Freiburg,2145,621,44670.8382025432,40600,0.412358670028622,0.364464692482916
Kradolf-Schönenberg,372,648,48,TG,Thurgau,4501,2097,41456.2198407062,39285.7142857143,0.344889089422533,0.364705882352941
Gams,379,660,51.69,SG,St. Gallen,3272,1915,41962.3789090149,38500,0.371051594517867,0.364773820981713
Siselen,81,141,48.48,BE,Bern / Berne,499,354,40037.946656968,37800,0.37241440323688,0.364864864864865
Seedorf (BE),448,779,52.94,BE,Bern / Berne,312,1826,44241.0297871062,41900,0.370702721914428,0.365118174409128
Waltalingen,118,205,62.57,ZH,Zürich,44,408,48817.3095810899,44662.5,0.373957216211058,0.365325077399381
Allaman,57,99,65.43,VD,Vaud,5851,230,57742.3304976022,46466.6666666667,0.485688082690326,0.365384615384615
Hemmiken,34,59,43.1,BL,Basel-Landschaft,2848,157,43669.0046506925,44066.6666666667,0.323895942926277,0.365591397849462
Uezwil,68,118,62.54,AG,Aargau,4078,248,46934.2216028681,43433.3333333333,0.372402348698784,0.365591397849462
Kappelen,189,327,54.5,BE,Bern / Berne,305,775,47282.6895232982,44400,0.354861973216446,0.366279069767442
Wynau,203,351,52.35,BE,Bern / Berne,345,939,47417.7381560909,37687.5,0.452701287019753,0.366425992779783
Donneloye,110,190,58.62,VD,Vaud,5913,426,47027.8043938394,40954.8872180451,0.409757815248133,0.366666666666667
Turbenthal,528,912,52.05,ZH,Zürich,228,2518,43168.4033928226,40300,0.36206939808146,0.366666666666667
Sargans,715,1233,51.75,SG,St. Gallen,3296,3721,44459.447849807,42100,0.337370686293517,0.367043121149897
Rünenberg,134,231,60.5,BL,Basel-Landschaft,2860,445,50902.7425785114,46761.9047619048,0.340840177792118,0.367123287671233
Zwingen,224,386,42.9,BL,Basel-Landschaft,2793,1317,46111.0152621737,44600,0.342159466098972,0.367213114754098
Lüsslingen-Nennigkofen,155,267,60.3,SO,Solothurn,2464,621,49201.2825025013,44900,0.370878799870801,0.367298578199052
Pohlern,36,62,49.75,BE,Bern / Berne,936,150,38122.934981685,35952.3809523809,0.303117750923993,0.36734693877551
Saules (BE),39,67,86.89,BE,Bern / Berne,707,90,34778.2054108443,34950,0.315532974913887,0.367924528301887
Court,280,481,77.68,BE,Bern / Berne,690,860,39656.4726804713,36466.6666666667,0.400962118648146,0.367936925098555
Fulenbach,249,427,55.3,SO,Solothurn,2575,995,46346.199404957,44900,0.335463653997453,0.368343195266272
Kammersrohr,7,12,57.1,SO,Solothurn,2549,24,86342.673992674,41200,0.591269807599981,0.368421052631579
Waltensburg/Vuorz,42,72,39.31,GR,Graubünden / Grigioni / Grisch,3616,253,31557.5643337085,29900,0.41309331134103,0.368421052631579
Schüpfen,534,915,52.44,BE,Bern / Berne,311,2310,45070.3098975234,42300,0.383316078477412,0.368530020703934
Bardonnex,310,531,63.8,GE,Genève,6605,1302,62617.9535269963,50000,0.486187892160682,0.368608799048751
Estavayer-le-Lac,623,1067,48.53,FR,Fribourg / Freiburg,2015,3611,42868.3250953445,39933.3333333333,0.386370972602836,0.368639053254438
Vernayaz,247,423,62.65,VS,Valais / Wallis,6219,1144,33458.8827796272,32721.1538461538,0.427640310235282,0.36865671641791
Silenen,250,428,44.7,UR,Uri,1216,1200,39165.9499994604,38585.7142857143,0.313551552906456,0.368731563421829
Kernenried,59,101,49.11,BE,Bern / Berne,411,286,39288.6762950275,41008.3333333333,0.344845165164428,0.36875
Gals,90,154,46.88,BE,Bern / Berne,494,457,47489.199262227,42200,0.408286230174373,0.368852459016393
Ferenbalm,204,349,57.53,BE,Bern / Berne,662,747,42922.6155817495,42400,0.359718806008039,0.368896925858951
Wynigen,297,508,49.85,BE,Bern / Berne,424,1231,36184.6711683723,33800,0.356558461884662,0.368944099378882
Mörel-Filet,107,183,57.03,VS,Valais / Wallis,6203,560,28371.7553857744,28675,0.469049690125533,0.368965517241379
Russin,69,118,66,GE,Genève,6637,284,107637.82105469,52353.8461538462,0.683895561402175,0.368983957219251
Rüdtligen-Alchenflüh,224,383,40.06,BE,Bern / Berne,420,1504,40431.2480950342,40250,0.338761036647952,0.369028006589786
Hochwald,223,381,65.3,SO,Solothurn,2475,771,53279.7545459562,46076.9230769231,0.45718392875405,0.369205298013245
Crésuz,48,82,61.11,FR,Fribourg / Freiburg,2130,255,58172.8496947382,33800,0.618240201646877,0.369230769230769
Arch,229,391,54.86,BE,Bern / Berne,381,953,41913.3115462691,40000,0.35497310909525,0.369354838709677
Gletterens,136,232,57.79,FR,Fribourg / Freiburg,2022,559,44124.0839089911,41300,0.363170984060996,0.369565217391304
Wenslingen,119,203,59.7,BL,Basel-Landschaft,2865,411,50574.6878301927,46866.6666666667,0.320368336369247,0.369565217391304
Villaz-Saint-Pierre,139,237,50,FR,Fribourg / Freiburg,2111,649,39839.7392976898,39600,0.344159729758373,0.36968085106383
Iseltwald,54,92,45.62,BE,Bern / Berne,582,330,30937.7980969648,30183.3333333333,0.444085441619621,0.36986301369863
Charrat,199,339,65.09,VS,Valais / Wallis,6132,947,35303.0633962455,34600,0.404643391793321,0.369888475836431
Trachselwald,128,218,44.49,BE,Bern / Berne,958,603,33312.314492546,31400,0.375398661992152,0.369942196531792
Dornach,840,1429,56.4,SO,Solothurn,2473,4058,57526.2101766454,46088.4615384615,0.480848635190935,0.370207139709123
Rifferswil,167,284,64.81,ZH,Zürich,12,543,55781.4567192596,47200,0.420100981132078,0.370288248337029
Neuenegg,724,1231,54.06,BE,Bern / Berne,670,3035,44283.307199623,42466.6666666667,0.370360669970441,0.370332480818414
Montreux,2090,3553,49.65,VD,Vaud,5886,16075,44524.9072688897,34133.3333333333,0.50063293120732,0.37037037037037
Saint-Livres,100,170,61.8,VD,Vaud,5435,409,50527.0600002713,43600,0.425656875619347,0.37037037037037
Rossens (FR),195,331,61.68,FR,Fribourg / Freiburg,2222,753,43700.243696721,43600,0.395893396238163,0.370722433460076
Itingen,277,470,56.1,BL,Basel-Landschaft,2849,1168,50288.5979555906,47617.2161172161,0.329720366237467,0.370816599732262
Drei Höfe,122,207,55.3,SO,Solothurn,2535,458,45525.3254173345,44633.3333333333,0.330002183774392,0.370820668693009
Le Mouret,374,634,48.88,FR,Fribourg / Freiburg,2220,1794,41402.3032442598,40033.3333333333,0.39045591625985,0.371031746031746
Morges,1670,2829,54.97,VD,Vaud,5642,9371,50818.5747679739,43066.6666666667,0.418994134542567,0.371193598577462
Halten,150,254,61.1,SO,Solothurn,2520,501,46479.1710136074,44666.6666666667,0.365433423684412,0.371287128712871
Bretigny-sur-Morrens,107,181,58.27,VD,Vaud,5515,463,52203.4572190847,48555.5555555556,0.368261190222003,0.371527777777778
Pomy,97,164,56.78,VD,Vaud,5926,385,48930.5285548861,44800,0.393245344504578,0.371647509578544
Céligny,71,120,56,GE,Genève,6610,350,98156.1055630529,45490.4761904762,0.674919072890624,0.371727748691099
Pleigne,71,120,62.31,JU,Jura,6719,231,35896.3666624381,35000,0.355339493690224,0.371727748691099
Milvignes,1361,2299,62,NE,Neuchâtel,6416,5370,50239.2653611793,44292.8571428571,0.433160232692167,0.371857923497268
Niederbuchsiten,141,238,52.5,SO,Solothurn,2405,639,44381.4952258326,43300,0.318002133041098,0.372031662269129
Lavey-Morcles,115,194,53.58,VD,Vaud,5406,552,38699.0798687357,36116.6666666667,0.355953108076061,0.372168284789644
Morrens (VD),153,258,60.67,VD,Vaud,5527,601,54442.6283851223,49100,0.386552181864543,0.372262773722628
Provence,51,86,53.67,VD,Vaud,5566,258,35664.2763965336,32950,0.382302853477749,0.372262773722628
Saas,86,145,40.63,GR,Graubünden / Grigioni / Grisch,3883,465,38337.6145214487,36900,0.33488173607422,0.372294372294372
Erlach,207,349,57.61,BE,Bern / Berne,492,846,45744.3465598499,41716.6666666667,0.394942561082631,0.372302158273381
Gorgier,314,529,62,NE,Neuchâtel,6410,1246,55841.4949550768,41696.1538461538,0.521158536756928,0.372479240806643
Mauborget,19,32,70.27,VD,Vaud,5562,85,37389.9741435036,28100,0.497925971993644,0.372549019607843
Perly-Certoux,383,644,60.1,GE,Genève,6632,1771,58711.3644362177,51300,0.434152978165152,0.372930866601753
Bönigen,344,578,48.32,BE,Bern / Berne,572,1607,38720.4896938689,38722.2222222222,0.34948401903716,0.373101952277657
Thun,5792,9713,48.62,BE,Bern / Berne,942,28539,42437.1861655882,40866.6666666667,0.386090097635046,0.373556917123509
Erschwil,133,223,52.8,SO,Solothurn,2615,535,43724.179393187,41250,0.374056946520526,0.373595505617978
Zuzgen,108,181,48.6,AG,Aargau,4264,485,50911.3845776217,46291.6666666667,0.371794706438305,0.373702422145329
Walkringen,279,467,52.6,BE,Bern / Berne,626,1161,36122.0430600179,33571.4285714286,0.38228900351414,0.373994638069705
Romont (FR),456,763,50.43,FR,Fribourg / Freiburg,2096,2720,40825.5795358645,37200,0.399810375465575,0.374077112387203
Duggingen,186,311,51.3,BL,Basel-Landschaft,2785,811,52490.3836064679,48400,0.366917320467029,0.374245472837022
Echallens,667,1115,55.47,VD,Vaud,5518,3004,47163.1508464748,44569.2307692308,0.368000971354999,0.374298540965208
Miège,201,336,61.52,VS,Valais / Wallis,6241,810,38018.1979192384,35516.6666666667,0.429308960410589,0.374301675977654
Riaz,301,503,55.68,FR,Fribourg / Freiburg,2148,1359,45804.750381316,44791.6666666667,0.364654255328379,0.374378109452736
Chavornay,435,726,53.71,VD,Vaud,5749,2208,45213.1148208645,42422.2222222222,0.362539901962828,0.374677002583979
Dardagny,166,277,54.1,GE,Genève,6620,832,52661.4626886728,46166.6666666667,0.431948493535157,0.374717832957111
Vufflens-la-Ville,184,307,61.96,VD,Vaud,5503,662,61094.5820947014,52366.6666666667,0.400789094926986,0.374745417515275
Birwinken,187,312,54.6,TG,Thurgau,4901,761,42045.7532645521,39000,0.360104687173004,0.374749498997996
Baltschieder,171,285,51.32,VS,Valais / Wallis,6281,718,40703.7244094989,41919.0476190476,0.360717799185176,0.375
Misery-Courtion,186,310,48.75,FR,Fribourg / Freiburg,2272,960,43210.9738066159,40790.4761904762,0.382929512309849,0.375
Oberthal,105,175,45.06,BE,Bern / Berne,620,467,34220.6533315206,32888.8888888889,0.365145515671471,0.375
Prévondavaux,9,15,55.81,FR,Fribourg / Freiburg,2038,34,48897.6217410041,43828.5714285714,0.29462567114292,0.375
Surava,21,35,38,GR,Graubünden / Grigioni / Grisch,3515,127,34979.0487031732,31692.3076923077,0.386121443596917,0.375
Unterlangenegg,132,220,47.79,BE,Bern / Berne,945,578,34186.8536437274,34150.7936507937,0.365377121577629,0.375
Vico Morcote,39,65,58.1,TI,Ticino,5233,333,66960.5648262812,29900,0.659803636596076,0.375
Wiggiswil und Deisswil bei Münchenbuchsee,30,50,54.42,BE,Bern / Berne,NA,117,47733.3821569683,43950,0.359975350929768,0.375
Wolfisberg,30,50,52.6,BE,Bern / Berne,996,116,46038.3615311304,41266.6666666667,0.331784658420088,0.375
Rüderswil,323,538,45.78,BE,Bern / Berne,905,1436,36839.8539672995,34900,0.355565247827915,0.375145180023229
Forel (Lavaux),290,483,59.49,VD,Vaud,5604,1151,50168.8773657097,46533.3333333333,0.368911628416624,0.3751617076326
Seeberg,227,378,52.21,BE,Bern / Berne,988,921,38197.4364399403,36700,0.353138416234906,0.375206611570248
